iyear,imonth,country_txt,region_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,nkill,nwound,latitude,longitude,gname
2015,7,Afghanistan,South Asia,Armed Assault,Police,Firearms,5.0,0.0,34.472681,68.667803,Taliban
2012,9,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,8.0,34.343163,61.495274,Taliban
2015,10,Afghanistan,South Asia,Armed Assault,Military,Firearms,9.0,0.0,36.001646,65.362895,Taliban
2014,3,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,4.0,2.0,34.115677,70.463646,Unknown
2016,12,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,0.0,31.631083,65.742226,Unknown
2015,4,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,32.438021,62.150609,Taliban
2016,3,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,2.0,0.0,31.669679,64.934562,Unknown
2014,8,Afghanistan,South Asia,Armed Assault,Police,Firearms,11.0,6.0,33.305833,68.446944,Taliban
2014,8,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,3.0,0.0,32.441944,62.0625,Taliban
2012,11,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,0.0,31.60718,67.523171,Taliban
2017,6,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,3.0,4.0,37.129856,69.415657,Taliban
2017,6,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,33.542622,68.415329,Unknown
2015,8,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,0.0,7.0,35.002984,69.591305,Unknown
2010,5,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,34.787905,71.107333,Taliban
2013,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,6.0,0.0,37.035818,69.179698,Taliban
2014,7,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,2.0,0.0,36.70993,67.1157,Unknown
2012,8,Afghanistan,South Asia,Armed Assault,Military,Firearms,3.0,2.0,32.61797,65.872375,Unknown
2017,10,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,4.0,32.461528,66.922925,Taliban
2013,12,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,1.0,35.070469,70.690048,Taliban
2013,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,6.0,0.0,32.99165,68.180703,Taliban
2013,6,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,0.0,33.821926,69.941634,Taliban
2017,1,Afghanistan,South Asia,Armed Assault,Police,Firearms,0.0,0.0,36.178903,68.745306,Taliban
2016,7,Afghanistan,South Asia,Armed Assault,Police,Firearms,9.0,1.0,34.925508,64.147824,Taliban
2017,8,Afghanistan,South Asia,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,0.0,37.252532,65.642598,Taliban
2015,5,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,1.0,31.57276,67.042618,Taliban
2017,10,Afghanistan,South Asia,Armed Assault,Police,Incendiary,10.0,0.0,33.569309,68.278697,Taliban
2016,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,11.0,4.0,34.170584,70.620876,Khorasan Chapter of the Islamic State
2015,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,11.0,3.0,36.888175,68.429321,Taliban
2014,1,Afghanistan,South Asia,Armed Assault,Military,Firearms,0.0,0.0,33.284046,62.316406,Taliban
2015,9,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,4.0,36.331685,68.768896,Taliban
2012,8,Afghanistan,South Asia,Armed Assault,Educational Institution,Firearms,1.0,0.0,36.750429,66.896648,Unknown
2013,1,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,2.0,31.547778,65.454167,Unknown
2016,10,Afghanistan,South Asia,Armed Assault,Police,Firearms,0.0,1.0,31.60063,64.369652,Taliban
2016,2,Afghanistan,South Asia,Armed Assault,Military,Firearms,6.0,5.0,32.230825,62.920592,Taliban
2014,4,Afghanistan,South Asia,Armed Assault,Police,Explosives,2.0,1.0,36.302141,65.482664,Taliban
2013,7,Afghanistan,South Asia,Armed Assault,Military,Firearms,4.0,9.0,31.467506,65.25663,Taliban
2012,2,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,0.0,31.685279,63.029938,Taliban
2010,9,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,0.0,0.0,32.677064,67.71391,Taliban
2009,1,Afghanistan,South Asia,Armed Assault,Business,Firearms,1.0,0.0,34.981057,69.621456,Unknown
2010,9,Afghanistan,South Asia,Armed Assault,Terrorists/Non-State Militia,Firearms,1.0,0.0,33.79821,68.93483,Taliban
2016,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,6.0,0.0,32.952896,65.535995,Taliban
2012,6,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,1.0,35.684521,64.292107,Taliban
2015,7,Afghanistan,South Asia,Armed Assault,Military,Firearms,27.0,17.0,34.89,71.18,Taliban
2015,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,0.0,36.781832,71.076543,Taliban
2013,9,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,36.266933,68.019691,Unknown
2014,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,12.0,6.0,32.704877,62.737203,Taliban
2017,1,Afghanistan,South Asia,Armed Assault,Business,Firearms,8.0,3.0,35.392248,68.222884,Khorasan Chapter of the Islamic State
2017,6,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,3.0,36.403158,64.895584,Taliban
2014,8,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,4.0,36.064132,69.101142,Unknown
2012,12,Afghanistan,South Asia,Armed Assault,Military,Firearms,3.0,2.0,35.213611,70.373333,Taliban
2017,8,Afghanistan,South Asia,Armed Assault,Police,Explosives,8.0,7.0,33.875852,68.616709,Taliban
2017,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,3.0,32.806121,67.773521,Unknown
2016,8,Afghanistan,South Asia,Armed Assault,Military,Firearms,8.0,0.0,36.694138,68.815025,Taliban
2017,8,Afghanistan,South Asia,Armed Assault,Police,Firearms,25.0,14.0,32.434691,69.00058,Taliban
2014,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,20.0,0.0,32.30451,64.987751,Unknown
2015,11,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,3.0,3.0,33.583215,63.686794,Taliban
2012,6,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,35.115813,69.07318,Taliban
2015,10,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,30.0,24.0,34.88338,69.71741,Taliban
2014,7,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,3.0,34.981057,69.621456,Unknown
2016,2,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,6.0,30.31922,63.738113,Taliban
2014,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,0.0,30.620258,64.428517,Taliban
2015,11,Afghanistan,South Asia,Armed Assault,Police,Firearms,7.0,0.0,34.116944,70.461111,Khorasan Chapter of the Islamic State
2014,8,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,0.0,32.927129,66.141526,Taliban
2008,5,Afghanistan,South Asia,Armed Assault,Educational Institution,Firearms,1.0,0.0,36.896969,65.665857,Unknown
2011,10,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,2.0,34.589444,69.759989,Unknown
2013,8,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,36.102628,65.38071,Unknown
2015,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,0.0,32.356548,64.779734,Taliban
2014,11,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,1.0,36.56527,69.705836,Unknown
2015,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,0.0,36.781832,71.076543,Taliban
2012,1,Afghanistan,South Asia,Armed Assault,Military,Explosives,2.0,9.0,34.844218,69.931212,Taliban
2015,7,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,0.0,32.503195,67.415893,Taliban
2012,5,Afghanistan,South Asia,Armed Assault,Terrorists/Non-State Militia,Firearms,1.0,0.0,36.947933,66.180138,Taliban
2015,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,6.0,0.0,33.970342,68.948637,Taliban
2017,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,6.0,1.0,37.359437,69.494119,Taliban
2012,8,Afghanistan,South Asia,Armed Assault,Police,Firearms,10.0,0.0,32.164997,63.425297,Taliban
2013,5,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,0.0,34.346722,62.197315,Unknown
2013,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,8.0,8.0,36.7613,71.1853,Taliban
2010,8,Afghanistan,South Asia,Armed Assault,NGO,Firearms,10.0,0.0,36.734772,70.811995,Taliban
2014,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,7.0,2.0,32.104444,68.804167,Taliban
2009,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,11.0,4.0,36.179006,65.464133,Taliban
2016,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,12.0,7.0,31.78703,64.520652,Taliban
2013,9,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,5.0,34.270269,70.778335,Taliban
2015,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,2.0,32.075659,64.836477,Taliban
2016,4,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,3.0,0.0,33.598633,69.228996,Unknown
2015,6,Afghanistan,South Asia,Armed Assault,Military,Firearms,10.0,16.0,35.686381,64.295082,Unknown
2013,8,Afghanistan,South Asia,Armed Assault,Military,Melee,2.0,0.0,34.79951,62.13917,Taliban
2010,9,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,4.0,36.382061,68.724626,Taliban
2015,11,Afghanistan,South Asia,Armed Assault,Military,Firearms,12.0,8.0,34.035533,70.574089,Khorasan Chapter of the Islamic State
2014,9,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,35.204723,63.061857,Unknown
2016,7,Afghanistan,South Asia,Armed Assault,Police,Firearms,5.0,1.0,32.779785,67.619591,Taliban
2016,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,2.0,32.418144,62.027473,Taliban
2013,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,1.0,32.691399,62.7284,Taliban
2013,1,Afghanistan,South Asia,Armed Assault,Religious Figures/Institutions,Firearms,1.0,0.0,31.383,64.3,Unknown
2012,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,0.0,32.074078,66.141526,Unknown
2015,9,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,2.0,1.0,33.521174,64.416621,Taliban
2017,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,3.0,35.58567,63.328087,Taliban
2017,5,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,32.0,0.0,36.219269,69.186501,Taliban
2014,7,Afghanistan,South Asia,Armed Assault,Police,Firearms,47.0,28.0,34.292883,69.809734,Taliban
2013,6,Afghanistan,South Asia,Armed Assault,Police,Explosives,4.0,0.0,35.813359,69.282074,Taliban
2013,10,Afghanistan,South Asia,Armed Assault,Police,Firearms,5.0,1.0,33.307049,62.136421,Taliban
2016,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,3.0,35.992349,65.367379,Taliban
2016,9,Afghanistan,South Asia,Armed Assault,Business,Firearms,2.0,1.0,31.631083,65.742226,Taliban
2013,9,Afghanistan,South Asia,Armed Assault,Military,Firearms,3.0,0.0,33.519796,68.572411,Taliban
2017,5,Afghanistan,South Asia,Armed Assault,Military,Firearms,11.0,0.0,32.955207,65.603337,Taliban
2012,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,0.0,33.551708,68.420464,Taliban
2015,2,Afghanistan,South Asia,Armed Assault,Religious Figures/Institutions,Firearms,2.0,1.0,34.317019,70.62809,Unknown
2015,11,Afghanistan,South Asia,Armed Assault,Police,Firearms,10.0,8.0,31.553875,64.117058,Taliban
2013,8,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,34.45236,70.496837,Unknown
2015,2,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,7.0,34.186111,70.255,Taliban
2012,5,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,1.0,31.517771,64.114227,Unknown
2015,10,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,15.0,24.0,32.109147,68.381306,Taliban
2016,4,Afghanistan,South Asia,Armed Assault,Religious Figures/Institutions,Firearms,3.0,4.0,33.32197,62.280336,Unknown
2015,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,0.0,36.781832,71.076543,Taliban
2009,2,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,34.623611,70.603333,Unknown
2017,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,50.0,20.0,36.71872,68.990458,Taliban
2012,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,2.0,31.364444,66.484444,Unknown
2015,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,1.0,33.431985,66.218128,Taliban
2010,9,Afghanistan,South Asia,Armed Assault,Police,Firearms,0.0,1.0,33.304379,62.154194,Taliban
2015,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,2.0,36.303825,65.482079,Taliban
2014,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,5.0,0.0,36.923421,69.187589,Taliban
2012,6,Afghanistan,South Asia,Armed Assault,Terrorists/Non-State Militia,Firearms,5.0,0.0,33.370621,68.495209,Taliban
2016,6,Afghanistan,South Asia,Armed Assault,Military,Firearms,50.0,4.0,31.557064,64.87709,Taliban
2009,9,Afghanistan,South Asia,Armed Assault,Government (General),Explosives,0.0,0.0,34.276094,70.360248,Unknown
2015,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,24.0,12.0,32.910951,68.868989,Taliban
2015,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,0.0,32.928519,66.688756,Taliban
2017,5,Afghanistan,South Asia,Armed Assault,Military,Firearms,0.0,0.0,33.77979,69.95015,Taliban
2012,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,2.0,34.674256,70.211068,Unknown
2017,5,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,34.516895,69.147011,Unknown
2015,5,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,2.0,32.075659,64.836477,Taliban
2015,7,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0,36.183876,64.875046,Taliban
2014,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,1.0,33.542622,68.415329,Unknown
2015,10,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,5.0,33.886629,68.632236,Taliban
2017,10,Afghanistan,South Asia,Armed Assault,Religious Figures/Institutions,Firearms,1.0,0.0,34.447214,70.485357,Unknown
2011,5,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,8.0,0.0,33.193142,68.101852,Taliban
2009,7,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0,34.214698,69.098414,Taliban
2015,9,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,10.0,23.0,36.690258,68.796774,Taliban
2014,8,Afghanistan,South Asia,Armed Assault,Military,Firearms,6.0,4.0,35.225369,71.528625,Taliban
2014,7,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,33.421667,68.385,Unknown
2012,6,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,36.845324,65.075012,Taliban
2015,8,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,1.0,34.637423,69.710369,Unknown
2013,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,0.0,1.0,33.1782,68.752533,Taliban
2014,1,Afghanistan,South Asia,Armed Assault,Police,Firearms,5.0,1.0,31.467463,64.092445,Taliban
2015,2,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,0.0,0.0,34.143333,63.782778,Taliban
2012,4,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,2.0,3.0,34.014552,69.192392,Haqqani Network
2013,6,Afghanistan,South Asia,Armed Assault,Police,Explosives,1.0,1.0,37.008754,68.427897,Taliban
2016,7,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,2.0,1.0,35.092864,69.373814,Unknown
2016,8,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,0.0,0.0,31.680202,64.31221,Taliban
2010,8,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,31.631083,65.742226,Unknown
2014,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,7.0,3.0,32.600196,62.083508,Taliban
2016,1,Afghanistan,South Asia,Armed Assault,Military,Firearms,18.0,7.0,31.825517,64.594865,Taliban
2012,7,Afghanistan,South Asia,Armed Assault,Transportation,Firearms,0.0,10.0,31.627475,65.564604,Unknown
2015,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,1.0,33.431985,66.218128,Taliban
2015,10,Afghanistan,South Asia,Armed Assault,Business,Firearms,0.0,4.0,34.179074,61.690988,Unknown
2012,1,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,0.0,0.0,37.498611,69.501389,Hizb-I-Islami
2012,10,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,2.0,0.0,33.542622,68.415329,Taliban
2013,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,0.0,0.0,31.658057,63.017149,Taliban
2008,5,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,0.0,0.0,33.639573,68.763192,Taliban
2014,7,Afghanistan,South Asia,Armed Assault,Police,Firearms,1.0,1.0,33.519455,68.627518,Taliban
2015,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,7.0,14.0,36.386884,65.865516,Taliban
2012,5,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,2.0,34.7,70.75,Taliban
2015,1,Afghanistan,South Asia,Armed Assault,Terrorists/Non-State Militia,Firearms,5.0,0.0,33.962224,68.924973,Taliban
2012,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,8.0,0.0,32.677851,61.981391,Taliban
2012,12,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,1.0,35.213611,70.373333,Taliban
2012,8,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Melee,1.0,0.0,34.981057,69.621456,Unknown
2017,1,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,36.694386,71.145233,Unknown
2017,5,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,2.0,0.0,34.516895,69.147011,Unknown
2015,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,11.0,9.0,36.510918,68.903288,Taliban
2009,8,Afghanistan,South Asia,Armed Assault,Business,Unknown,0.0,0.0,33.279501,69.598588,Taliban
2012,8,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Explosives,0.0,0.0,34.992222,71.419167,Taliban
2017,1,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,12.0,8.0,31.825871,64.576431,Taliban
2012,11,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,0.0,31.6364,64.243576,Unknown
2016,12,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,9.0,34.977022,70.096542,Taliban
2013,6,Afghanistan,South Asia,Armed Assault,Police,Firearms,2.0,0.0,34.328977,70.407486,Unknown
2011,11,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,1.0,31.363647,63.958611,Gunmen
2014,5,Afghanistan,South Asia,Armed Assault,Business,Firearms,1.0,0.0,34.959743,69.616731,Unknown
2012,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,1.0,0.0,31.76147,64.621428,Taliban
2016,6,Afghanistan,South Asia,Armed Assault,Educational Institution,Firearms,2.0,0.0,34.195841,70.787515,Unknown
2014,12,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,0.0,32.62929,65.46785,Taliban
2014,8,Afghanistan,South Asia,Armed Assault,Religious Figures/Institutions,Firearms,1.0,0.0,31.631083,65.742226,Taliban
2015,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,2.0,8.0,34.417122,70.449593,Hizb-I-Islami
2012,1,Afghanistan,South Asia,Armed Assault,Military,Firearms,4.0,15.0,34.855556,69.649444,Taliban
2016,2,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,0.0,36.218312,65.933251,Taliban
2010,5,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,33.117778,69.015556,Taliban
2017,8,Afghanistan,South Asia,Armed Assault,Educational Institution,Firearms,1.0,0.0,34.2976,70.100723,Unknown
2016,3,Afghanistan,South Asia,Armed Assault,Police,Firearms,6.0,7.0,33.542622,68.415329,Khorasan Chapter of the Islamic State
2014,4,Afghanistan,South Asia,Armed Assault,Military,Firearms,3.0,9.0,33.883476,68.632286,Taliban
2015,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,3.0,1.0,31.81376,64.632048,Taliban
2013,3,Afghanistan,South Asia,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0,34.417122,70.449593,Taliban
2016,4,Afghanistan,South Asia,Armed Assault,Police,Firearms,5.0,0.0,30.974178,66.437027,Taliban
2014,11,Afghanistan,South Asia,Armed Assault,Police,Firearms,4.0,8.0,36.098459,64.864461,Taliban
2017,2,Afghanistan,South Asia,Armed Assault,Military,Firearms,4.0,3.0,34.346947,63.615452,Taliban
2008,8,Afghanistan,South Asia,Armed Assault,Government (General),Firearms,1.0,0.0,31.825871,64.576431,Taliban
